order,frequency_Hz,coarse_frequency_Hz,autocorrelation_projection_fraction,local_snr_dB,sample_count,max_lag_s
1,2.00000532872772,1.99999000125179,0.951216953421626,58.7549038722555,20000,199.999999999818
2,2.00000763811566,1.99999000125179,0.732558106318499,82.4706242197495,19999,199.989999999818
3,2.00001135741437,2.00003000125179,0.586827039998948,79.1206072006798,19998,199.979999999818
