a,b,V0,R,C,k,mws_projection_fraction,mws_local_snr_dB,mws_peak_amplitude,mws_rough_frequency_Hz,mws_frequency_Hz,frequency_error_Hz,abs_frequency_error_Hz,original_projection_energy,original_energy_fraction,combined_score
1,0.8,8,1.6,0.6,0.08,0.0486578996190742,21.5375854177111,0.00129993843554655,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.6,0.14,0.0977546152784619,24.4741940467779,0.00190975277841275,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.6,0.22,0.122778469134011,23.9598850692749,0.00230196837199928,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.6,0.32,0.124923494295861,26.2266704582226,0.00254876022708401,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.6,0.48,0.144111343548243,27.2586612012828,0.00294674890451085,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.6,0.7,0.142419203161138,27.3356495882777,0.00326233517522497,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.9,0.04,0.022310031213459,26.0231881692236,0.00101304233290202,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.9,0.08,0.0462138453931309,22.7218665064014,0.00163431667360845,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.9,0.14,0.0613649680342506,24.2320559331201,0.00199074009687674,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.9,0.22,0.0815203877543235,24.3998481473057,0.00250822965319064,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.9,0.32,0.115945054985887,27.1088262902419,0.00305033510861428,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.9,0.48,0.143766757538422,28.3046532100831,0.00374958022087951,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,8,1.6,0.9,0.7,0.139066207954141,27.1546139747337,0.00407986491044037,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.12,0.04,0.000204433136517075,8.11478939763879,0.000820929570267394,2.33875895783614,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.12,0.08,0.000509175451116115,13.438203433215,0.0014097165867696,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.12,0.14,0.00130879851573064,15.3390005717039,0.00227493198566271,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.12,0.22,0.00131864143596374,16.1770331381814,0.00233622361373092,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.12,0.32,0.000781042239121777,12.5697834408344,0.00175376402887338,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.12,0.48,0.000819333676160929,11.7863286864163,0.00187196279502927,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.12,0.7,0.00171587885823087,15.9342726090508,0.00274802132496945,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.2,0.04,0.231842229808828,28.8770841623711,0.000784883242155344,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.2,0.08,0.231838424991311,28.8624561739667,0.00156963626562372,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.2,0.14,0.231833877463732,28.8410024078481,0.00274639869496085,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.2,0.22,0.231830371348341,28.8134277560648,0.00431443690554227,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.2,0.32,0.0222605130024224,27.9786668380536,0.00620740168422234,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.2,0.48,0.0385196893857327,28.2929647015205,0.00913626288925547,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.2,0.7,0.0638753885625596,27.6167913637229,0.013446860412418,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.35,0.04,0.176863190423419,28.8319264102793,0.000927081259415394,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.35,0.08,0.176861899121727,28.8318877409674,0.00185418086317975,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.35,0.14,0.176857459417521,28.8318181696152,0.0032448815806122,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.35,0.22,0.176846859383923,28.8317038118641,0.00509928564461317,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.35,0.32,0.0206791863379434,27.8837561776532,0.00737461754040032,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.35,0.48,0.0323716845086875,28.3728757310705,0.0106801519247889,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.35,0.7,0.0491811770704502,27.6907938550987,0.0148005107765704,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.6,0.04,0.0787502376183609,28.7921471606867,0.00102933351893143,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.6,0.08,0.0787484051750868,28.7921284048444,0.00205867377474371,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.6,0.14,0.0122590612125453,29.2134907859622,0.00358213027494704,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.6,0.22,0.0206732756886486,27.8588576951343,0.00562099860690771,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.6,0.32,0.030881160026874,25.3923734803759,0.00755216927923393,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.6,0.48,0.0470231702515531,23.5696317952399,0.00966456054900666,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.6,0.7,0.0618168691414565,22.8102027237519,0.0110986994123922,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.9,0.04,0.0451723030975764,28.7870634685781,0.00104170307820065,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.9,0.08,0.00850712085886653,28.5375905668542,0.00206944666302663,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.9,0.14,0.017869700794648,26.1391193407486,0.00358485009865458,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.9,0.22,0.0270108913999629,25.001048787246,0.00494213046042279,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.9,0.32,0.0491836928630569,23.5346750360836,0.00665055909544394,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.9,0.48,0.0674579655653057,23.4542339430503,0.00782068290002563,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.25,0.9,0.7,0.085106763946776,24.779066300449,0.0097979088058163,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.12,0.04,0.243075208219674,28.9291356604001,0.000547457789572512,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.12,0.08,0.243071962761334,28.9280284150938,0.00109483954792712,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.12,0.14,0.0300019063378834,28.2341621059918,0.00189919581419526,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.12,0.22,0.0430903842701547,25.5624579139492,0.00292827461917373,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.12,0.32,0.0696762435589438,25.7428096972303,0.0041972968885628,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.12,0.48,0.10529125092904,25.523576913268,0.00543464388541412,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.12,0.7,0.140095417384538,25.4940333100452,0.00664465145601671,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.2,0.04,0.239469131135005,28.955531744188,0.000396946907385015,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.2,0.08,0.239466807287701,28.9548203539764,0.000793886845509695,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.2,0.14,0.239463315271735,28.9537658076108,0.00138928121847666,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.2,0.22,0.239458648254881,28.9523834963385,0.00218310548908003,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.2,0.32,0.239452797720758,28.9506943509495,0.00317531721692416,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.2,0.48,0.239498925760046,28.9653403061488,0.00476349697907493,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.2,0.7,0.0250733008349498,26.9249179067908,0.00682958149724546,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.35,0.04,0.231337906709893,28.8910152509749,0.000723408487159157,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.35,0.08,0.231337279085059,28.8910380175554,0.00144682752741702,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.35,0.14,0.231335251860839,28.8910095650625,0.00253199618630392,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.35,0.22,0.231330520541799,28.890854787693,0.00397901134814888,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.35,0.32,0.0342789939877833,27.963260905107,0.00574624949113707,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.35,0.48,0.0375874917846457,28.1473069962338,0.00849458103225761,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.35,0.7,0.0555147258114713,26.9478478448891,0.0115589664862525,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.6,0.04,0.125260573069154,28.8054223699073,0.000993589367325261,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.6,0.08,0.125258807721486,28.8054216723795,0.00198718457093951,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.6,0.14,0.0131201224341425,28.6134535082212,0.00346172376984558,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.6,0.22,0.0251801987479426,28.2766360212048,0.00531436661564451,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.6,0.32,0.0373530318626161,26.4851928897474,0.00725650418375645,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.6,0.48,0.0586609867258193,25.4998801384655,0.00973991479641174,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.6,0.7,0.0736535731885325,25.7563027331183,0.0109620252329849,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.9,0.04,0.0638856639273818,28.7895417588688,0.00103524421011574,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.9,0.08,0.00984942843841266,28.2734058837931,0.00205579771222358,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.9,0.14,0.0194342938226489,25.7243431406201,0.00346022265259517,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.9,0.22,0.0306288111142273,25.657698355102,0.00502115614625219,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.9,0.32,0.0556506343547796,23.8098348865884,0.00672872624413649,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.9,0.48,0.0692670371757829,24.2472124403473,0.00788553161753867,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.5,0.9,0.7,0.0956603245292284,23.7119987662023,0.00948712986058075,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.12,0.04,0.11663493635146,25.1709492348067,0.000458412151823759,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.12,0.08,0.136857186808813,27.1137161528595,0.000572991891926324,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.12,0.14,0.141423751824866,27.741835360705,0.000665156719581315,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.12,0.22,0.144566100534564,25.9448683958323,0.001170933308232,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.12,0.32,0.154104534425294,25.5073692954635,0.00305388925518315,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.12,0.48,0.168622256831991,26.1904467494284,0.00752999574763194,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.12,0.7,0.164433257737547,27.1919854122702,0.014199551395353,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.2,0.04,0.193373766550753,28.8446821701176,0.00087926381036012,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.2,0.08,0.0362945888293323,27.0426498870472,0.0016594834071783,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.2,0.14,0.064092650537842,25.9330860582452,0.00258107507326934,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.2,0.22,0.0921098146550233,26.6331672491551,0.00329206757403043,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.2,0.32,0.115099369879133,25.6805110162134,0.00384193115863781,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.2,0.48,0.138923578579893,24.5661788907546,0.00448390058128881,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.2,0.7,0.142547026373141,24.909979844496,0.00507391358028604,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.35,0.04,0.215449665106186,28.8670811907077,0.000806944878740755,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.35,0.08,0.215450132697111,28.8671574354006,0.00161389321883834,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.35,0.14,0.150579329709133,28.867828491109,0.00282427758740251,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.35,0.22,0.0365786937867732,27.589819724062,0.00434963804643995,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.35,0.32,0.0493041823863675,25.866528584624,0.00573410897142447,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.35,0.48,0.0795404769947013,25.4530520630376,0.00797289128279946,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.35,0.7,0.0976377713202124,23.6911354433122,0.00933666086584974,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.6,0.04,0.143911237543904,28.81326535002,0.0009715628554152,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.6,0.08,0.143910117980165,28.8132737577729,0.00194312867437364,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.6,0.14,0.0200179422030758,29.1983746455934,0.00336157052643698,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.6,0.22,0.0332922594609267,27.8980878538183,0.00505790078659133,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.6,0.32,0.0490149002082805,24.5997823935953,0.00670959089680376,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.6,0.48,0.0695062576749269,24.7950695062655,0.00856382677031663,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.6,0.7,0.0917997879188135,23.729954639379,0.00993233704986461,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.9,0.04,0.0789146817906861,28.7922498507521,0.00102808680175834,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.9,0.08,0.011497583864985,29.3158765787423,0.0020434792516543,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.9,0.14,0.0237385602982868,26.8907735418572,0.00344325915662565,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.9,0.22,0.0372330085680868,24.8885308505328,0.00485107248987996,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.9,0.32,0.0564931529995475,24.0531729679529,0.00614880391092212,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.9,0.48,0.0723235713973179,24.5347713719211,0.00716873225615183,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,0.8,0.9,0.7,0.0971944142147562,24.0793113711028,0.00873913084418257,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.12,0.04,0.0857059850612211,28.1446797446684,0.000983025165053618,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.12,0.08,0.0535186651037814,28.9223961553955,0.00206502093952721,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.12,0.14,0.0419595942157478,28.9894945537588,0.00364219079342765,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.12,0.22,0.0369897943088276,28.9926073435023,0.0057361977109233,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.12,0.32,0.0345268294080028,28.9713005426863,0.00835033252516093,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.12,0.48,0.0329517874845025,28.9032351156709,0.0125290520343885,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.12,0.7,0.0322835144678298,28.866308552396,0.0182735681914791,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.2,0.04,0.100095469686463,24.5098981556321,0.000483509672206841,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.2,0.08,0.131129256891435,26.9193861246925,0.000620536040951875,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.2,0.14,0.136060941283785,27.0481285249303,0.000728481714643248,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.2,0.22,0.151015490456367,28.0591578974171,0.00103679230286992,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.2,0.32,0.148188870055998,24.5494361227386,0.00244897601571569,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.2,0.48,0.159676686056275,25.5803898286918,0.00660363271411701,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.2,0.7,0.157958248548733,26.8349145445286,0.0134588295476672,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.35,0.04,0.0168042888314701,28.0943310987957,0.000970051445889905,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.35,0.08,0.0375820661035313,26.5356713470631,0.00178278770410665,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.35,0.14,0.0634465082946271,25.2823095448968,0.00257930510990281,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.35,0.22,0.0907169991049299,24.3334017525461,0.00310109950725929,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.35,0.32,0.108034481972377,26.1335117870714,0.00365683073953046,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.35,0.48,0.127660871365106,25.0505170155022,0.00428468186581489,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.35,0.7,0.148781568439741,28.621551713566,0.00493519505437489,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.6,0.04,0.130195301121536,28.807362359483,0.00098756810828137,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.6,0.08,0.0167838818689007,28.1453169424282,0.00195364787076408,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.6,0.14,0.0338221681746534,28.0304982305125,0.00329359253186824,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.6,0.22,0.051272512655439,24.7455659756592,0.00437706324151053,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.6,0.32,0.0722186466126202,25.0359339293327,0.00543074475122317,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.6,0.48,0.0955137474577305,23.0837257738765,0.00661679731768705,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.6,0.7,0.116423930736349,23.9358313686094,0.00766859734447688,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.9,0.04,0.0858319265344448,28.7937235502131,0.00102410419010306,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.9,0.08,0.0155120693802879,29.2288239748346,0.00203001853524484,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.9,0.14,0.030875117376574,26.8630850713509,0.00340099034442774,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.9,0.22,0.0472342001225411,23.9020036986887,0.00439207824201434,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.9,0.32,0.0564879396143058,23.8573954937158,0.00497692142747441,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.9,0.48,0.100661898559808,22.8478160926467,0.00680057234901634,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.2,0.9,0.7,0.111306000198545,25.7044403273509,0.00775893828592092,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.12,0.04,0.0286329651088556,28.8489403502714,0.00104518971086594,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.12,0.08,0.0279317663872531,28.8249665994865,0.00209053270302884,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.12,0.14,0.0276387121125498,28.81387770503,0.00365856737275706,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.12,0.22,0.0275008281005314,28.8032146464686,0.00574928309593226,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.12,0.32,0.0274287131911783,28.7970949266451,0.00836262715509277,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.12,0.48,0.0273822481874692,28.7924487914731,0.0125439587411351,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.12,0.7,0.0273645839434719,28.7885024216335,0.0182932083371625,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.2,0.04,0.139813169914356,25.4766316615074,0.000279939646557615,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.2,0.08,0.14457133214134,25.6245997430141,0.00143626325183441,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.2,0.14,0.105667433560311,27.5941627845442,0.00328518003716613,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.2,0.22,0.0767363031273478,28.4316567337547,0.00553722357435802,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.2,0.32,0.0606205446382011,28.9094217634174,0.00822401174033595,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.2,0.48,0.0502752508581989,28.8758939612646,0.0124439249057854,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.2,0.7,0.0447100187903145,29.0001065809988,0.0182074661543033,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.35,0.04,0.0564485445497964,24.4606104975655,0.000796561510179541,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.35,0.08,0.0930715525516114,24.0963845353758,0.00105977213255731,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.35,0.14,0.110920438450709,24.761333102807,0.00127040086140395,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.35,0.22,0.132000670328205,26.2860094637705,0.00153197152820768,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.35,0.32,0.140258548185313,26.9717683410884,0.00169339313448036,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.35,0.48,0.143962786116678,28.0884168185305,0.00215423571004712,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.35,0.7,0.147196305445389,26.0502002315129,0.00472726520507012,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.6,0.04,0.0141910921508371,29.3808616448136,0.00100581839825021,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.6,0.08,0.0327205397023619,27.0051863770224,0.00192025250875669,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.6,0.14,0.0504541028211133,23.6320409676354,0.00260466272218172,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.6,0.22,0.0806416962478006,25.6944445891886,0.00335941572252888,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,0.8,16,1.6,0.6,0.32,0.112514036674968,24.0362676265083,0.00420539756372445,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
