a,b,V0,R,C,k,mws_projection_fraction,mws_local_snr_dB,mws_peak_amplitude,mws_rough_frequency_Hz,mws_frequency_Hz,frequency_error_Hz,abs_frequency_error_Hz,original_projection_energy,original_energy_fraction,combined_score
1,2.5,1.5,0.25,0.9,0.22,0.135097055334192,25.9330990344834,0.00138959106641742,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.25,0.9,0.32,0.137357102986033,27.9927391237797,0.00154785278526796,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.25,0.9,0.48,0.149940019107179,27.0627704022113,0.00229051799719711,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.25,0.9,0.7,0.153114001181815,25.4887169652901,0.00560678665712993,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.12,0.04,0.108528665093787,25.0190707314565,0.000505933622939071,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.12,0.08,0.140240406521516,27.1889962874035,0.000628394375150416,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.12,0.14,0.142112913720824,25.7551105543671,0.000717265213422366,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.12,0.22,0.153607064597438,28.9602978547591,0.00100606822717238,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.12,0.32,0.153744243703673,25.7399905808799,0.00229610515990657,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.12,0.48,0.17745291304104,25.6631787392702,0.00597806569633761,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.12,0.7,0.190164870043047,26.5238850464272,0.0121004709507448,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.2,0.04,0.0495656205048328,25.0184801717682,0.000817480407685352,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.2,0.08,0.0870606193809546,24.0738371722842,0.00114273135685423,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.2,0.14,0.125263633430539,24.2947101432502,0.00150745008005856,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.2,0.22,0.138106769044432,27.6402122846517,0.00174897401301382,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.2,0.32,0.143894792882039,26.5514369165352,0.00189089697361374,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.2,0.48,0.138335749886869,28.2982281747009,0.00208902718970895,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.2,0.7,0.152979426725353,28.7182000854701,0.00346050802858584,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.35,0.04,0.0390084559940498,24.8903734484888,0.000883764734639323,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.35,0.08,0.0742718181034077,24.8447768428725,0.0013158947339797,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.35,0.14,0.107395921038998,25.2212448651788,0.00178194455603226,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.35,0.22,0.130120628613183,25.0811218999205,0.00204721737015906,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.35,0.32,0.136778939904996,26.0768890023914,0.00229860429819769,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.35,0.48,0.141145561449308,28.5357876072596,0.00251656184604806,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.35,0.7,0.145723927712018,27.2810541082336,0.00298259168428643,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.6,0.04,0.0490837335546598,23.6758585960306,0.000806997653902713,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.6,0.08,0.0862860843645573,24.5220784542694,0.00114227443893136,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.6,0.14,0.123748273771778,26.9242715583018,0.00156047827592358,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.6,0.22,0.13190347128577,25.6768718634528,0.00172645709200821,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.6,0.32,0.139649457325221,27.0487015709302,0.00191046912342318,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.6,0.48,0.13942737313424,28.2261371073542,0.00214641362793417,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.6,0.7,0.147584514755374,26.2977824711998,0.00369891005584163,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.9,0.04,0.0589130394057348,23.1383281962815,0.000684832132973396,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.9,0.08,0.0945173747049078,24.2015696068337,0.000923454116004581,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.9,0.14,0.135066945809408,28.1877834013412,0.00121385810069389,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.9,0.22,0.136855924210304,25.2781345171912,0.00134902325042409,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.9,0.32,0.13417952019885,27.6742051929917,0.00145393415014668,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.9,0.48,0.147260379633956,28.0655647162471,0.00236604414445437,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.5,0.9,0.7,0.155438444363444,24.7568010478258,0.00611529442722904,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.12,0.04,0.167426695803099,25.6392311168056,0.000541310321178316,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.12,0.08,0.155780154957865,27.7283178490643,0.00173302174630998,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.12,0.14,0.129496458054472,28.3169511229695,0.00337479296284932,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.12,0.22,0.113557063873601,28.5591181327241,0.00547858222464362,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.12,0.32,0.104437996074867,28.7508931173095,0.00806853742068677,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.12,0.48,0.0980478000513767,28.7803504447802,0.012187923593964,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.12,0.7,0.0942406441986159,28.7909741642474,0.0178310164928104,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.2,0.04,0.124047722613036,27.0610865055223,0.000389862978467529,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.2,0.08,0.146648954340727,28.521360546242,0.00049324213305782,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.2,0.14,0.143287979326037,27.5024947291173,0.000610589993873861,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.2,0.22,0.154520108805809,25.8020667939609,0.00162116498620233,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.2,0.32,0.169269487335691,25.279772582506,0.00398078775800509,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.2,0.48,0.177079108671187,26.7110337715912,0.008662823809351,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.2,0.7,0.165726816813602,27.3980117531125,0.014953837592873,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.35,0.04,0.0665543122401725,23.2262277146971,0.000657117258749562,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.35,0.08,0.103957024093695,24.459382542106,0.000910699385879976,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.35,0.14,0.132581427996517,26.4186224033817,0.00112244008886162,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.35,0.22,0.1455246930428,27.0383096354096,0.00132574996623288,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.35,0.32,0.142703915990717,27.3974396499626,0.00144787698553715,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.35,0.48,0.148229498291133,26.6656857572296,0.00253729698464136,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.35,0.7,0.160494375080938,25.0483008007172,0.00650949201512545,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.6,0.04,0.0652342495544422,24.1463170081455,0.000764619481763643,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.6,0.08,0.107086660797576,23.352405501838,0.00102178472707436,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.6,0.14,0.127032273019168,25.1356356670259,0.0012440257084006,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.6,0.22,0.138171574081571,26.1999304135502,0.00141709412831871,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.6,0.32,0.137831687178676,28.5307764082344,0.00156752376151013,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.6,0.48,0.147142899886923,27.9318898015891,0.00223172933990879,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.6,0.7,0.153808171512202,25.4130599810101,0.00540228398810544,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.9,0.04,0.071361520172224,22.4950170273697,0.000645918661878454,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.9,0.08,0.106320107771857,23.7256867180645,0.000882615878086589,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.9,0.14,0.134870264377626,25.8231692789889,0.00112253481813402,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.9,0.22,0.13561489806749,28.1344754582061,0.00123875227432765,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.9,0.32,0.142466289309709,28.3745850683561,0.00143472055643125,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.9,0.48,0.146972606892947,26.8630727686371,0.00278047991859131,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,0.8,0.9,0.7,0.157958253374178,24.9533239909587,0.0071549706980649,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.12,0.04,0.0858587756232072,28.773013473505,0.00102445754446179,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.12,0.08,0.0830301279114229,28.780767769696,0.00205194043974352,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.12,0.14,0.0818366040512526,28.7857634001209,0.00359301400281459,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.12,0.22,0.0812650655501018,28.7884920480903,0.00564761961296043,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.12,0.32,0.0809560258447395,28.7896438394019,0.00821577419167343,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.12,0.48,0.0807359607163068,28.7907243390921,0.0123247119462143,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.12,0.7,0.0806081003827458,28.7908312560038,0.0179743609560573,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.2,0.04,0.162754396251108,24.8163488976327,0.000455162237071129,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.2,0.08,0.162281800523331,27.1429590218017,0.00163786660807318,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.2,0.14,0.13515749785409,28.1871290517952,0.00331625636643657,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.2,0.22,0.116979002932424,28.4579487211383,0.00543931153961099,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.2,0.32,0.106372591316095,28.6974017688191,0.00804462520933045,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.2,0.48,0.0986278249133871,28.7672066494441,0.0121750485746811,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.2,0.7,0.093852535806431,28.7943964582314,0.0178333961255308,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.35,0.04,0.115002506201641,25.8001572179542,0.000360732513706567,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.35,0.08,0.136372942513761,26.13949934146,0.00046720791252895,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.35,0.14,0.141389066722077,28.676387171935,0.000611647257187074,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.35,0.22,0.151988258590898,24.9684938460651,0.00167769911582287,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.35,0.32,0.1688360757936,25.4401838794609,0.00417105818327985,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.35,0.48,0.172245996460536,26.5753879531526,0.00890253824706624,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.35,0.7,0.158096378344302,27.4873679544064,0.0152858683361869,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.6,0.04,0.0880700849817887,23.8995805199908,0.000578238597011362,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.6,0.08,0.118999611115104,25.0021172203072,0.000730869703849961,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.6,0.14,0.14207157003609,26.9770846874897,0.000914771125117132,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.6,0.22,0.143402553355403,29.9699425181056,0.00104399191588215,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.6,0.32,0.151142425245678,27.4853239700037,0.00155962977198472,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.6,0.48,0.154541897044429,24.9732645753172,0.00416620441081285,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.6,0.7,0.170229060163406,25.7429768152582,0.00995469369838389,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.9,0.04,0.0814633842654358,22.2261201864411,0.000566697910329875,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.9,0.08,0.113990629146272,24.718255961905,0.000772173427913033,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.9,0.14,0.13328742959424,26.1610396081585,0.000930284597857364,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.9,0.22,0.141944636294371,28.1883128325366,0.00106580626495852,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.9,0.32,0.151555089649175,28.682307876925,0.00154265692283622,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.9,0.48,0.153015306219965,24.4891098000255,0.00394219881533832,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.2,0.9,0.7,0.167753137263541,25.8572172746611,0.00953114346346966,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.12,0.04,0.0803104610156334,28.7919823169796,0.00102726026144914,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.12,0.08,0.0802120471503876,28.7922512614775,0.00205460047349358,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.12,0.14,0.0801700056891475,28.7923277732838,0.00359561183673757,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.12,0.22,0.0801497235661378,28.7923796584701,0.00565029251083036,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.12,0.32,0.0801387660179585,28.7924015776951,0.00821864277907406,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.12,0.48,0.0801309630496344,28.792418385928,0.0123280010789813,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.12,0.7,0.0801264311998475,28.7924200315665,0.017978364351582,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.2,0.04,0.105942527709943,28.6452602304593,0.00100488097919548,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.2,0.08,0.0930660717876324,28.799908245706,0.00203825390880343,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.2,0.14,0.0876087742275043,28.7672706579572,0.00358148663975246,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.2,0.22,0.0849979502766065,28.7813539406054,0.00563721645519839,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.2,0.32,0.0835908265631743,28.7816795233345,0.00820560564802743,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.2,0.48,0.082566504209309,28.7821455019277,0.012314236929378,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.2,0.7,0.0819428192443814,28.7863629933714,0.0179635708740685,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.35,0.04,0.143282774118749,28.528807709966,0.000180746043623563,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.35,0.08,0.154375964748551,25.1909382196545,0.000710475058603377,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.35,0.14,0.170244678177114,26.2492384873395,0.00240220205268892,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.35,0.22,0.155192260781434,27.4870304526634,0.00477274857930261,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.35,0.32,0.137228903792444,28.229710050751,0.00754176218436847,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.35,0.48,0.120519160908434,28.4218821658724,0.0118044294280238,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.35,0.7,0.1091268121434,28.6608465931734,0.0175403982931706,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.6,0.04,0.121663059237357,27.3706642979276,0.000441607589660567,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.6,0.08,0.138471447236016,26.6067363245647,0.000530844977751446,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.6,0.14,0.142273994414732,27.6379423736562,0.000629979489252542,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.6,0.22,0.146837870225172,25.5872008950932,0.00133455854531647,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.6,0.32,0.160327478199214,24.727571638816,0.0034418409446842,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.6,0.48,0.171078769737096,26.2855062137951,0.0080488558242625,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.6,0.7,0.161934430160102,27.4466448396921,0.0146073866449494,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.9,0.04,0.099714254568034,24.7340612663838,0.000513521762395809,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.9,0.08,0.130540534317949,26.9596580115039,0.000651425449859067,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.9,0.14,0.137867538691249,27.5382046534736,0.000757241714093743,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.9,0.22,0.144460236410012,28.3434064324382,0.000989958807303898,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.9,0.32,0.146127943091906,25.0427425668862,0.00215759855282986,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.9,0.48,0.16531527712365,25.34498748441,0.00592153499513711,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,1.5,1.6,0.9,0.7,0.169983438330061,26.4137885112974,0.0124476128674674,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.12,0.04,0.240847317944842,28.915473325518,0.000619100191788442,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.12,0.08,0.240844717893441,28.9149899942752,0.00123820739240832,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.12,0.14,0.0273415528717399,27.8233165327235,0.00213624792927077,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.12,0.22,0.049779211253646,26.3866592921668,0.003261389066484,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.12,0.32,0.07837538749703,25.3507872854471,0.00450578895195032,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.12,0.48,0.11563285546264,25.6474669536585,0.00574011983942408,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.12,0.7,0.139329022524628,27.3644052447485,0.00672422172873182,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.2,0.04,0.196808076257658,28.8475680887549,0.000871286306324537,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.2,0.08,0.0204896370143075,28.0064326451048,0.00172927400829846,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.2,0.14,0.041589973111971,28.5398188134471,0.00284102982795926,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.2,0.22,0.0690067420292777,26.2933836392465,0.00412046754487845,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.2,0.32,0.0886784602737108,25.490720608417,0.00486777679086526,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.2,0.48,0.119759681629348,25.0770584742143,0.00596033545852596,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.2,0.7,0.130018839867257,27.0452677765163,0.00687003921933975,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.35,0.04,0.0164484847431436,28.7827215028971,0.000988889241809521,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.35,0.08,0.0338560919631754,28.2459573849328,0.00189118105584997,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.35,0.14,0.0557502819281304,25.394579960013,0.00268833847366182,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.35,0.22,0.085874609436688,23.5804317797743,0.00335491178599277,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.35,0.32,0.108331226700967,25.6704924050223,0.00404132967847115,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.35,0.48,0.125201320614673,25.8816232878121,0.00478633577952004,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.35,0.7,0.134723868257857,23.7042864969299,0.00514990549906023,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.6,0.04,0.0252051116507614,26.6363336365654,0.000985987921442959,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.6,0.08,0.0456189729374237,23.8157085000342,0.00148999981135212,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.6,0.14,0.0749815036045144,25.0412189676588,0.00204441279276845,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.6,0.22,0.0993387681927591,24.9308279297652,0.00243880771369385,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.6,0.32,0.124675449332408,24.0507602626187,0.00291664767101898,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.6,0.48,0.140314560967415,26.8879380874724,0.00344309886742762,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.6,0.7,0.13789491423066,27.3077115020805,0.003645339838839,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.9,0.04,0.0334613878858858,25.1036570376418,0.000858526552530487,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.9,0.08,0.0685038781121238,21.8503852876716,0.00126283871695332,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
1,2.5,2.5,0.25,0.9,0.14,0.092203427289895,25.4769274603474,0.00161008727267408,1.99988889506178,NaN,NaN,NaN,NaN,NaN,NaN
