lag_s,acf_standardized,acf_raw_biased
0.00999999999999091,1.8314822544133,0.0588453364019008
0.0199999999999818,1.66882080874463,0.0536126128837931
0.0299999999999727,1.75192923892074,0.0562861704383412
0.0399999999999636,1.55146935817065,0.0498374921542845
0.0499999999999545,1.19773706607402,0.0384581251085387
0.0599999999999454,1.50397668816046,0.0483096897856275
0.0699999999999363,1.07446196246294,0.0344924437347391
0.0799999999999272,1.24862028230278,0.0400950259178812
0.0899999999999181,0.732014106577961,0.0234760960537336
0.0999999999999091,0.666767910341144,0.0213771672699226
0.1099999999999,0.282215097098031,0.00900632109292751
0.119999999999891,0.155048172784324,0.00491543670952711
0.129999999999882,0.0537613000665564,0.00165709928245739
0.139999999999873,-0.161871673966229,-0.00527968902656618
0.149999999999864,-0.652477759084254,-0.0210622103457475
0.159999999999854,-0.622364181892937,-0.0200934679222712
0.169999999999845,-0.858541158572943,-0.0276911454420982
0.179999999999836,-1.09257377856477,-0.0352198401924197
0.189999999999827,-1.38653580945067,-0.0446764309691304
0.199999999999818,-1.63957796001408,-0.0528166518116615
0.209999999999809,-1.87803973733617,-0.0604878301053697
0.2199999999998,-1.39478037885482,-0.0449416383445712
0.229999999999791,-1.50182224490234,-0.0483851107263618
0.239999999999782,-1.65452127158438,-0.0532973487317471
0.249999999999773,-1.74586158751564,-0.0562357109243054
0.259999999999764,-1.44412766135948,-0.0465290919950639
0.269999999999754,-1.95232999275941,-0.0628776748319565
0.279999999999745,-1.80440146576438,-0.058118890587825
0.289999999999736,-1.52890181896201,-0.0492562139261078
0.299999999999727,-1.76296120736182,-0.0567857698013197
0.309999999999718,-1.39125992388268,-0.0448283396568917
0.319999999999709,-0.773820482571947,-0.0249656487907619
0.3299999999997,-0.860985434214459,-0.0277696918218116
0.339999999999691,-1.10001219925483,-0.0354590454581569
0.349999999999682,-0.499945117819872,-0.0161552138077918
0.359999999999673,-0.383002324630572,-0.0123932234948469
0.369999999999663,-0.130089916795231,-0.00425716582707585
0.379999999999654,0.181153497024921,0.00575536806456712
0.389999999999645,0.345164352647684,0.0110315119321947
0.399999999999636,0.543514282558551,0.0174123248409867
0.409999999999627,0.599726395882963,0.0192206427476008
0.419999999999618,1.25389364911494,0.0402648470243344
0.429999999999609,0.867502883024296,0.0278348749200427
0.4399999999996,1.31279083596329,0.0421595475507616
0.449999999999591,1.51136794833924,0.0485476687938951
0.459999999999582,1.61115936871755,0.0517579089228134
0.469999999999573,1.69190744546584,0.05435553521212
0.479999999999563,1.82619429370971,0.058675474190375
0.489999999999554,1.81798181764705,0.0584112886628974
0.499999999999545,1.81653175261923,0.0583646461609288
0.509999999999536,1.74964649834199,0.0562129897858398
0.519999999999527,1.56000499211929,0.0501123326311778
0.529999999999518,1.65809607645213,0.0532678738892631
0.539999999999509,1.51546027358584,0.0486793642322402
0.5499999999995,1.46034848631118,0.046906453783608
0.559999999999491,1.16557599082267,0.0374237908085631
0.569999999999482,1.01051891805696,0.0324356957639225
0.579999999999472,1.06117687273064,0.0340653394564414
0.589999999999463,0.91038366642204,0.0292144106391519
0.599999999999454,0.494493216533595,0.0158354500111114
0.609999999999445,0.316364987782057,0.0101051686294836
0.619999999999436,0.0862156579644706,0.00270139717783189
0.629999999999427,-0.124682000642528,-0.00408305865108091
0.639999999999418,-0.17152720790312,-0.00559003778947341
0.649999999999409,-0.605651587929317,-0.0195555738724296
0.6599999999994,-0.876170597550665,-0.0282580156116605
0.669999999999391,-0.832559666669929,-0.0268550707797776
0.679999999999382,-1.13139232473084,-0.0364683469407866
0.689999999999372,-1.54795104270615,-0.0498688053838398
0.699999999999363,-1.35645034328972,-0.0437083284345885
0.709999999999354,-1.46355562437502,-0.047153840843096
0.719999999999345,-1.86965637631598,-0.060217872298783
0.729999999999336,-1.67135134926577,-0.0538385038902011
0.739999999999327,-1.86495702061632,-0.0600666860460922
0.749999999999318,-1.63114844006122,-0.0525451879435319
0.759999999999309,-1.97899768271885,-0.0637353005402967
0.7699999999993,-1.71460453897195,-0.055229913943479
0.779999999999291,-1.77230277457114,-0.0570860290052206
0.789999999999281,-1.4440002724222,-0.0465247136703389
0.799999999999272,-1.53012236119577,-0.0492952083792694
0.809999999999263,-1.34335327300663,-0.0432869447481102
0.819999999999254,-1.52586012233082,-0.0491580839335633
0.829999999999245,-0.829539037182208,-0.0267578141818533
0.839999999999236,-0.64817054325973,-0.0209232846834265
0.849999999999227,-0.635185943255751,-0.0205055719891418
0.859999999999218,-0.367787314634376,-0.0119035006049979
0.869999999999209,-0.114535839035205,-0.00375653531466205
0.8799999999992,0.0020878185089061,-4.81141904140306e-06
0.889999999999191,0.524024825871166,0.016785618929708
0.899999999999181,0.713651003843094,0.0228857935601093
0.909999999999172,0.585089727796717,0.0187500536521059
0.919999999999163,1.02051715635748,0.0327575186633391
0.929999999999154,1.09676077973803,0.0352102391773484
0.939999999999145,1.25318866021586,0.0402424429255583
0.949999999999136,1.35968461278554,0.0436683641495798
0.959999999999127,1.55158031864709,0.049841548237857
0.969999999999118,1.80514624750832,0.0579986293158396
0.979999999999109,1.58768150658055,0.0510029140781942
0.9899999999991,1.82351227273972,0.0585894647740061
0.999999999999091,1.58153441256674,0.0508051760382702
1.00999999999908,1.93307899690122,0.0621141763115154
1.01999999999907,1.45108728453688,0.0466087746027873
1.02999999999906,1.75043181880987,0.0562385281157278
1.03999999999905,1.6795611278657,0.0539586624457539
1.04999999999905,1.37245607230308,0.044079267829143
1.05999999999904,1.24040911682325,0.0398313955402476
1.06999999999903,1.08243441120137,0.034749441859155
1.07999999999902,0.780403050348809,0.0250332651972131
1.08999999999901,0.580279836164659,0.0185954172905118
1.099999999999,0.698638635421671,0.0224029597360501
1.10999999999899,0.343468271623858,0.0109773307184776
1.11999999999898,0.108135281131986,0.00340680376786457
1.12999999999897,-0.0752958312585904,-0.00249406844960809
1.13999999999896,-0.227999671267259,-0.00740646129705067
1.14999999999895,-0.59282671212745,-0.0191427402786213
1.15999999999894,-0.627757455058927,-0.0202664376844893
1.16999999999894,-1.01111801205566,-0.0325989296369802
1.17999999999893,-0.997808836178168,-0.0321707755162328
1.18999999999892,-1.42433746894181,-0.0458919606078064
1.19999999999891,-1.54100827305489,-0.0496451906053985
1.2099999999989,-1.44849314105931,-0.046669024652259
1.21999999999889,-1.77596512796562,-0.0572036121937033
1.22999999999888,-1.94816750673081,-0.0627432622563974
1.23999999999887,-1.96282078816027,-0.0632146449327898
1.24999999999886,-1.87980465632589,-0.0605440565648834
1.25999999999885,-1.71648012618375,-0.0552899914086456
1.26999999999884,-1.69316859846274,-0.0545400671572401
1.27999999999884,-1.65015770187799,-0.0531564250970291
1.28999999999883,-1.54608116119872,-0.0498083350163498
1.29999999999882,-1.63014171280536,-0.0525125112140003
1.30999999999881,-1.21847356604545,-0.0392693691669069
1.3199999999988,-1.41114909481364,-0.0454676291499991
1.32999999999879,-1.13871437088998,-0.036703549363354
1.33999999999878,-0.659621956275286,-0.0212914058837393
1.34999999999877,-0.488823262679726,-0.0157969010200616
1.35999999999876,-0.297347537384768,-0.00963722747449515
1.36999999999875,-0.0820503965329263,-0.0027112321561976
1.37999999999874,0.251897395584527,0.00803168903690514
1.38999999999874,0.327516114635831,0.0104643067240177
1.39999999999873,0.74296937696419,0.0238292138469722
1.40999999999872,0.913874099019757,0.0293271295876079
1.41999999999871,1.12621397544113,0.0361579913436122
1.4299999999987,1.14099955103191,0.0366336404271527
1.43999999999869,1.67783884043352,0.0539034689528433
1.44999999999868,1.32871657745321,0.0426724039958768
1.45999999999867,1.49765587679442,0.0481070931740508
1.46999999999866,1.63005264260853,0.0523662292451603
1.47999999999865,1.75027463060484,0.0562337094426859
1.48999999999864,1.87006559837486,0.0600873239577498
1.49999999999864,1.5824169237113,0.050833830361416
1.50999999999863,1.66538560723884,0.0535028923435157
1.51999999999862,1.77587175672444,0.0570571759970012
1.52999999999861,1.53931777564753,0.0494473704540905
1.5399999999986,1.81688117321155,0.0583764368372061
1.54999999999859,1.43620741902271,0.0461303778460901
1.55999999999858,1.16071169040176,0.0372678378071991
1.56999999999857,1.05735241130083,0.0339428322121703
1.57999999999856,1.01165336176642,0.0324727243343653
1.58999999999855,0.874163584650377,0.0280497594815973
1.59999999999854,0.466324656469042,0.0149298118569211
1.60999999999854,0.109275073872203,0.00344372940919963
1.61999999999853,0.0982882627310383,0.00309029505557921
1.62999999999852,-0.261847097739711,-0.00849505516088347
1.63999999999851,-0.231982156987353,-0.00753431123423092
1.6499999999985,-0.227177103823213,-0.00737973004107281
1.65999999999849,-1.00591417412964,-0.0324312659081538
1.66999999999848,-0.75453763753232,-0.0243446163692572
1.67999999999847,-1.01834885028245,-0.0328312719904383
1.68999999999846,-1.41688751733643,-0.0456520353547605
1.69999999999845,-1.3260130193437,-0.042728647690739
1.70999999999844,-1.67134831629819,-0.0538378880436536
1.71999999999844,-1.30262885806717,-0.0419763815694481
1.72999999999843,-1.76646094546003,-0.056897598179392
1.73999999999842,-1.83264931700665,-0.0590268362221933
1.74999999999841,-1.96398730555697,-0.0632519014368018
1.7599999999984,-1.53162782280827,-0.0493431305467361
1.76999999999839,-1.69208815126585,-0.054505045340687
1.77999999999838,-1.39319467126301,-0.0448898019943264
1.78999999999837,-1.48470811468147,-0.047833733602463
1.79999999999836,-1.71850217695934,-0.0553547540829738
1.80999999999835,-1.32011097360772,-0.0425387239673608
1.81999999999834,-1.13650981089654,-0.0366323707479634
1.82999999999834,-0.879835554969492,-0.0283752965061984
1.83999999999833,-0.744561503785276,-0.0240235997549644
1.84999999999832,-0.476648985702921,-0.0154049968308796
1.85999999999831,-0.37266418065175,-0.0120598578346554
1.8699999999983,-0.192743781369881,-0.0062719127404771
1.87999999999829,-0.317933952771201,-0.0102992060752072
1.88999999999828,0.196070339793477,0.00623603322279473
1.89999999999827,0.739320200559985,0.023712086286269
1.90999999999826,0.884504622786748,0.0283825941966305
1.91999999999825,0.751617799376401,0.0241077038205925
1.92999999999824,1.1556568562619,0.0371054222629078
1.93999999999824,1.27427881804476,0.0409214305014565
1.94999999999823,1.52605104870882,0.0490208092997859
1.95999999999822,1.35393876455557,0.0434840575309641
1.96999999999821,1.45899935589905,0.046863803977641
1.9799999999982,1.86427372963322,0.0599012618802374
1.98999999999819,1.72249349317419,0.055340275321677
1.99999999999818,1.72960070584906,0.0555689157139268
2.00999999999817,1.8410198063064,0.0591532118845456
2.01999999999816,1.61485987065647,0.05187777703839
2.02999999999815,1.83265672437879,0.0588841867381775
2.03999999999814,1.79038303211341,0.0575242707105741
2.04999999999814,1.40984272415354,0.0452825046108906
2.05999999999813,1.15570910849394,0.0371071719394512
2.06999999999812,1.38182828554913,0.0443813061812356
2.07999999999811,0.866863001692622,0.0278151629015959
2.0899999999981,0.838774062890567,0.0269115625532103
2.09999999999809,0.540374371110047,0.0173122146781476
2.10999999999808,0.679908388798674,0.0218009521974099
2.11999999999807,0.10999454320877,0.00346714405604064
2.12999999999806,0.0846621397104629,0.00265221992488156
2.13999999999805,-0.399894786558169,-0.0129357032973928
2.14999999999804,-0.401077674315894,-0.0129737508542473
2.15999999999804,-0.702934070767433,-0.0226842990081086
2.16999999999803,-1.02624269474355,-0.0330849534651159
2.17999999999802,-1.02511251309134,-0.033048590857451
2.18999999999801,-1.35163516914449,-0.0435526389500297
2.199999999998,-1.81718964688889,-0.0585292639056437
2.20999999999799,-2.01996585327331,-0.0650524571051592
2.21999999999798,-1.52669040802957,-0.0491840533689534
2.22999999999797,-1.59400218813308,-0.0513494308441393
2.23999999999796,-1.7399377925546,-0.056044093293444
2.24999999999795,-1.86813608478355,-0.0601681562126562
2.25999999999794,-1.89100002024932,-0.0609036710914935
2.26999999999794,-2.02918546721871,-0.0653490152589572
2.27999999999793,-1.67633181714974,-0.0539979030645342
2.28999999999792,-1.39349713419535,-0.0448992623437697
2.29999999999791,-1.38905675887352,-0.0447564126352468
2.3099999999979,-1.24238675159041,-0.0400381142746827
2.31999999999789,-1.08704278190997,-0.0350407793377638
2.32999999999788,-0.848408469199068,-0.0273640400988601
2.33999999999787,-0.70601662601481,-0.02278336791288
2.34999999999786,-0.837099629331169,-0.0270002303934384
2.35999999999785,-0.417405880696521,-0.013498909169663
