time_s,sr_output
160.22,-0.00645776567161938
160.24,-0.00558054825022924
160.26,-0.00358987488417151
160.28,-0.000791265135800301
160.3,0.000516631523418076
160.32,0.0018650982698335
160.34,0.00265523672538392
160.36,0.0021797200729482
160.38,0.00153742813585211
160.4,-0.00150487826876167
160.42,-0.00446409510265477
160.44,-0.00694668698074308
160.46,-0.0081825648148488
160.48,-0.00874397245605651
160.5,-0.00591378496470651
160.52,-0.00100033636624519
160.54,0.00525969566236661
160.56,0.0109826404326846
160.58,0.0160861990994151
160.6,0.0189633139368067
160.62,0.0192750743037357
160.64,0.016392505875897
160.66,0.014342158684992
160.68,0.0136152508820132
160.7,0.0119334302548603
160.72,0.00906532769518253
160.74,0.00799660783992018
160.76,0.00510696702436075
160.78,0.000998641292401459
160.8,-0.00154176334962519
160.82,-0.00345496556688785
160.84,-0.00430483308474983
160.86,-0.00450109963392065
160.88,-0.00575188946347616
160.9,-0.0079760383747477
160.92,-0.00930879371007454
160.94,-0.00921758869599276
160.96,-0.00764483054343101
160.98,-0.00342318965046129
161,0.00124678350458007
161.02,0.00649279712761397
161.04,0.00834427106331759
161.06,0.00921247187951801
161.08,0.00952666592034446
161.1,0.011553622445074
161.12,0.0137635740875158
161.14,0.0165985858289809
161.16,0.0190065397343296
161.18,0.0200835393127069
161.2,0.020193888160854
161.22,0.0195147845302422
161.24,0.020552427490602
161.26,0.0206858736806382
161.28,0.0201144608405038
161.3,0.0177719440430343
161.32,0.0153445519787986
161.34,0.0108840545530154
161.36,0.006329894669033
161.38,0.00194662234866472
161.4,0.000698989376081371
161.42,-0.000343139093329614
161.44,2.67791994187361e-05
161.46,0.00155403861166625
161.48,0.00431267597379226
161.5,0.00532164503592558
161.52,0.00662003692922941
161.54,0.00786249247121884
161.56,0.00890299667019623
161.58,0.0104087358679005
161.6,0.00971841736543289
161.62,0.00911867475529615
161.64,0.00827057931907971
161.66,0.00674479638052217
161.68,0.00190765194257214
161.7,-0.00154035244843009
161.72,-0.00560443901067664
161.74,-0.00916931161295054
161.76,-0.0120595269603668
161.78,-0.0142473950502832
161.8,-0.0164766832587155
161.82,-0.0150316828757671
161.84,-0.013545594435686
161.86,-0.0107230645401633
161.88,-0.00351507504478166
161.9,0.00380109809470752
161.92,0.00803043485835297
161.94,0.012009881184016
161.96,0.0138249479816764
161.98,0.0124350555595744
162,0.0122591757935663
162.02,0.0134403889971556
162.04,0.0155293365231407
162.06,0.0187625350810839
162.08,0.0204466901965913
162.1,0.0226772570045691
162.12,0.0223359225099732
162.14,0.0202514423214225
162.16,0.0160668332995427
162.18,0.0140494868143909
162.2,0.0112715627399195
162.22,0.0100645899871356
