PerturbLevel,CaseCount,MostFrequentLayout,MeanPdAvg,MeanPdMin,MeanPdStd,MinPdAvg
0.1,40,"P2,P3,P6",0.655466666666667,0.498666666666667,0.0479152147680442,0.6117
