k_gain,sr_frequency_Hz,sr_coarse_frequency_Hz,sr_projection_fraction,sr_local_snr_dB,original_projection_energy,original_residual_energy,original_energy_fraction,difference_from_projection_Hz,abs_difference_from_projection_Hz,combined_score
0.8,NaN,NaN,0.0646005502865714,28.6596711607052,NaN,NaN,NaN,NaN,NaN,NaN
0.85,NaN,NaN,0.0644631905283268,28.6575134528887,NaN,NaN,NaN,NaN,NaN,NaN
0.9,NaN,NaN,0.0643140680804913,28.6556117539727,NaN,NaN,NaN,NaN,NaN,NaN
0.95,NaN,NaN,0.0641529809682748,28.6539776360226,NaN,NaN,NaN,NaN,NaN,NaN
1,NaN,NaN,0.0639797050211551,28.6526230994521,NaN,NaN,NaN,NaN,NaN,NaN
1.05,NaN,NaN,0.0637939918515873,28.6515604864277,NaN,NaN,NaN,NaN,NaN,NaN
1.1,NaN,NaN,0.0635955665090843,28.6508023688191,NaN,NaN,NaN,NaN,NaN,NaN
1.15,NaN,NaN,0.0633841247514991,28.6503614051161,NaN,NaN,NaN,NaN,NaN,NaN
1.2,NaN,NaN,0.0631593298623093,28.6610552133022,NaN,NaN,NaN,NaN,NaN,NaN
1.25,NaN,NaN,0.0629208089263242,28.6781551866886,NaN,NaN,NaN,NaN,NaN,NaN
1.3,NaN,NaN,0.0626681484557028,28.6950435045362,NaN,NaN,NaN,NaN,NaN,NaN
1.35,NaN,NaN,0.0624008892321914,28.7116931027364,NaN,NaN,NaN,NaN,NaN,NaN
1.4,NaN,NaN,0.0621185201985479,28.7280717780822,NaN,NaN,NaN,NaN,NaN,NaN
1.45,NaN,NaN,0.0618204711902231,28.7441414322345,NaN,NaN,NaN,NaN,NaN,NaN
1.5,NaN,NaN,0.0615061042448718,28.7598572626556,NaN,NaN,NaN,NaN,NaN,NaN
