criterion,k_gain,sr_frequency_Hz,sr_projection_fraction,sr_local_snr_dB,original_energy_fraction,difference_from_projection_Hz
combined_score,0.27,1.99995337402762,0.0649119221298083,28.922131904054,0.0582249235929473,-4.82411777789071e-05
sr_local_snr,0.35,1.99995325398277,0.0647362193660876,28.9281533712727,0.058224579375836,-4.83612226278574e-05
sr_projection_fraction,0.005,1.99995378498294,0.0652928609278011,28.7921364885457,0.0582260955017481,-4.78302224555804e-05
original_energy_fraction,0.005,1.99995378498294,0.0652928609278011,28.7921364885457,0.0582260955017481,-4.78302224555804e-05
min_frequency_difference,0.005,1.99995378498294,0.0652928609278011,28.7921364885457,0.0582260955017481,-4.78302224555804e-05
