source_id,frequency_Hz,A_hat,phi_hat_rad,cos_coefficient_a,sin_coefficient_b,component_energy,component_energy_fraction
1,3.99999818461778,0.019102914454455,1.37154381958817,0.01872495962262,0.00378116751618807,7.29877412818324,0.0161110662118813
2,7.99992873342465,0.0248893739584884,-2.98923639499252,-0.00377739845634897,-0.0246010608906904,12.3897256633925,0.0273486597892087
3,13.0000885967073,0.0105029404331555,-2.15735795581623,-0.0087473606963446,-0.00581338443511681,2.20632823092123,0.00487017403049337
4,14.0000241601526,0.0400527378129234,0.111605513868346,0.00446083237814152,0.0398035523641409,32.0844310055306,0.0708220837119271
